"game_id","player","team","seconds","plus.minus","adj.plus.minus"
"0021700495","Jayson Tatum","BOS",2169,-7,-9.29460580912863
"0021700506","Jayson Tatum","BOS",2113,10,13.6299100804543
"0021700517","Jayson Tatum","BOS",2391,7,8.43161856963614
"0021700539","Jayson Tatum","BOS",1976,-3,-4.37246963562753
"0021700559","Jayson Tatum","BOS",1800,16,25.6
"0021700570","Jayson Tatum","BOS",1833,-10,-15.7119476268412
"0021700579","Jayson Tatum","BOS",1940,9,13.360824742268
"0021700614","Jayson Tatum","BOS",1462,-8,-15.7592339261286
"0021700650","Jayson Tatum","BOS",1609,-3,-5.36979490366687
"0021700663","Jayson Tatum","BOS",2205,-1,-1.30612244897959
"0021700683","Jayson Tatum","BOS",1845,2,3.1219512195122
"0021700700","Jayson Tatum","BOS",1833,0,0
"0021700709","Jayson Tatum","BOS",2010,5,7.16417910447761
"0021700728","Jayson Tatum","BOS",1700,6,10.1647058823529
"0021700743","Jayson Tatum","BOS",1963,11,16.1385634233316
"0021700758","Jayson Tatum","BOS",1853,30,46.6270912034539
"0021700767","Jayson Tatum","BOS",1894,28,42.5765575501584
"0021700784","Jayson Tatum","BOS",2182,1,1.3198900091659
"0021700798","Jayson Tatum","BOS",1249,-16,-36.8935148118495
"0021700813","Jayson Tatum","BOS",2189,12,15.788031064413
"0021700820","Jayson Tatum","BOS",2138,-8,-10.7764265668849
"0021700835","Jayson Tatum","BOS",1650,-18,-31.4181818181818
"0021700858","Jayson Tatum","BOS",1893,-2,-3.04278922345483
"0021700873","Jayson Tatum","BOS",1244,-1,-2.31511254019293
"0021700886","Jayson Tatum","BOS",1561,22,40.5893657911595
"0021700898","Jayson Tatum","BOS",1577,-4,-7.30500951173113
"0021700916","Jayson Tatum","BOS",1245,18,41.6385542168675
"0021700939","Jayson Tatum","BOS",1661,0,0
"0021700953","Jayson Tatum","BOS",1190,25,60.5042016806723
"0021700974","Jayson Tatum","BOS",1320,-11,-24
"0021700998","Jayson Tatum","BOS",2066,-2,-2.78799612778316
"0021701017","Jayson Tatum","BOS",2789,13,13.4241663678738
"0021701029","Jayson Tatum","BOS",1818,15,23.7623762376238
"0021701047","Jayson Tatum","BOS",1630,-8,-14.1349693251534
"0021701059","Jayson Tatum","BOS",2110,22,30.0284360189573
"0021701086","Jayson Tatum","BOS",1932,8,11.9254658385093
"0021701099","Jayson Tatum","BOS",1651,3,5.23319200484555
"0021701107","Jayson Tatum","BOS",1927,7,10.4618578100675
"0021701121","Jayson Tatum","BOS",1924,1,1.4968814968815
"0021701140","Jayson Tatum","BOS",2007,7,10.0448430493274
"0021701162","Jayson Tatum","BOS",1954,12,17.6867963152508
"0021701171","Jayson Tatum","BOS",1699,-12,-20.3413772807534
"0021701202","Jayson Tatum","BOS",1755,8,13.1282051282051
"0021701215","Jayson Tatum","BOS",1549,-10,-18.5926404131698
"0021701185","Jonathan Gibson","BOS",561,1,5.13368983957219
"0021701202","Jonathan Gibson","BOS",185,-4,-62.2702702702703
"0021701215","Jonathan Gibson","BOS",179,5,80.4469273743017
"0021701219","Jonathan Gibson","BOS",1471,0,0
"0021700391","Kadeem Allen","BOS",305,0,0
"0021700468","Kadeem Allen","BOS",17,0,0
"0021700485","Kadeem Allen","BOS",169,3,51.1242603550296
"0021700758","Kadeem Allen","BOS",366,-2,-15.7377049180328
"0021700767","Kadeem Allen","BOS",458,-10,-62.882096069869
"0021700784","Kadeem Allen","BOS",21,0,0
"0021700798","Kadeem Allen","BOS",307,7,65.6677524429967
"0021700998","Kadeem Allen","BOS",1,-1,-2880
"0021701047","Kadeem Allen","BOS",215,1,13.3953488372093
"0021701099","Kadeem Allen","BOS",15,-2,-384
"0021701107","Kadeem Allen","BOS",18,-1,-160
"0021701140","Kadeem Allen","BOS",460,1,6.26086956521739
"0021701162","Kadeem Allen","BOS",1346,-3,-6.41901931649331
"0021701171","Kadeem Allen","BOS",1047,-1,-2.75071633237822
"0021701185","Kadeem Allen","BOS",25,0,0
"0021701202","Kadeem Allen","BOS",1,-2,-5760
"0021701215","Kadeem Allen","BOS",179,5,80.4469273743017
"0021701219","Kadeem Allen","BOS",1468,-11,-21.5803814713896
"0021700001","Kyrie Irving","BOS",2361,-1,-1.21982210927573
"0021700007","Kyrie Irving","BOS",2336,-3,-3.6986301369863
"0021700019","Kyrie Irving","BOS",2148,-1,-1.34078212290503
"0021700051","Kyrie Irving","BOS",1772,12,19.5033860045147
"0021700067","Kyrie Irving","BOS",2075,4,5.55180722891566
"0021700078","Kyrie Irving","BOS",2013,4,5.72280178837556
"0021700092","Kyrie Irving","BOS",1820,24,37.978021978022
"0021700109","Kyrie Irving","BOS",1645,21,36.7659574468085
"0021700129","Kyrie Irving","BOS",2069,15,20.8796520057999
"0021700138","Kyrie Irving","BOS",1660,7,12.144578313253
"0021700146","Kyrie Irving","BOS",2217,2,2.59810554803789
"0021700161","Kyrie Irving","BOS",1982,4,5.81231079717457
"0021700170","Kyrie Irving","BOS",110,-4,-104.727272727273
"0021700201","Kyrie Irving","BOS",1741,10,16.5422171165997
"0021700215","Kyrie Irving","BOS",2026,-5,-7.1076011846002
"0021700230","Kyrie Irving","BOS",1885,7,10.6949602122016
"0021700249","Kyrie Irving","BOS",2326,19,23.5253654342218
"0021700257","Kyrie Irving","BOS",2003,-7,-10.064902646031
"0021700269","Kyrie Irving","BOS",1492,18,34.745308310992
"0021700281","Kyrie Irving","BOS",2060,9,12.5825242718447
"0021700292","Kyrie Irving","BOS",2156,-22,-29.3877551020408
"0021700314","Kyrie Irving","BOS",1950,3,4.43076923076923
"0021700326","Kyrie Irving","BOS",1862,8,12.3737916219119
"0021700343","Kyrie Irving","BOS",2023,1,1.42362827483935
"0021700356","Kyrie Irving","BOS",1925,11,16.4571428571429
"0021700374","Kyrie Irving","BOS",2167,5,6.64513151822796
"0021700386","Kyrie Irving","BOS",2017,12,17.1343579573624
"0021700407","Kyrie Irving","BOS",1953,-8,-11.7972350230415
"0021700423","Kyrie Irving","BOS",2216,-9,-11.6967509025271
"0021700436","Kyrie Irving","BOS",1821,21,33.2125205930807
"0021700442","Kyrie Irving","BOS",1761,-2,-3.27086882453152
"0021700456","Kyrie Irving","BOS",2220,3,3.89189189189189
"0021700468","Kyrie Irving","BOS",2216,-4,-5.1985559566787
"0021700485","Kyrie Irving","BOS",1669,31,53.4931096464949
"0021700495","Kyrie Irving","BOS",2044,-14,-19.7260273972603
"0021700506","Kyrie Irving","BOS",1880,4,6.12765957446809
"0021700517","Kyrie Irving","BOS",2273,6,7.60228772547294
"0021700539","Kyrie Irving","BOS",2023,7,9.96539792387543
"0021700559","Kyrie Irving","BOS",1695,19,32.283185840708
"0021700570","Kyrie Irving","BOS",2219,1,1.29788192879676
"0021700579","Kyrie Irving","BOS",2277,6,7.58893280632411
"0021700614","Kyrie Irving","BOS",1886,23,35.1219512195122
"0021700650","Kyrie Irving","BOS",2440,-8,-9.44262295081967
"0021700683","Kyrie Irving","BOS",2406,5,5.98503740648379
"0021700700","Kyrie Irving","BOS",2304,15,18.75
"0021700709","Kyrie Irving","BOS",1697,2,3.39422510312316
"0021700728","Kyrie Irving","BOS",2161,2,2.66543267006016
"0021700743","Kyrie Irving","BOS",2217,-2,-2.59810554803789
"0021700798","Kyrie Irving","BOS",1316,-21,-45.9574468085106
"0021700813","Kyrie Irving","BOS",2002,1,1.43856143856144
"0021700820","Kyrie Irving","BOS",1880,-2,-3.06382978723404
"0021700835","Kyrie Irving","BOS",1574,-19,-34.7649301143583
"0021700858","Kyrie Irving","BOS",2296,-13,-16.3066202090592
"0021700873","Kyrie Irving","BOS",1721,4,6.69378268448576
"0021700886","Kyrie Irving","BOS",2091,21,28.9239598278336
"0021700898","Kyrie Irving","BOS",1495,8,15.4113712374582
"0021700916","Kyrie Irving","BOS",1475,19,37.0983050847458
"0021700939","Kyrie Irving","BOS",2125,-16,-21.6847058823529
"0021700974","Kyrie Irving","BOS",1787,5,8.05819809736989
"0021700998","Kyrie Irving","BOS",955,11,33.17277486911
"0021700129","Marcus Morris","BOS",1073,10,26.8406337371855
"0021700138","Marcus Morris","BOS",1380,2,4.17391304347826
"0021700161","Marcus Morris","BOS",1478,5,9.74289580514208
"0021700170","Marcus Morris","BOS",1404,-3,-6.15384615384615
"0021700188","Marcus Morris","BOS",1306,-1,-2.2052067381317
"0021700201","Marcus Morris","BOS",1519,-11,-20.8558262014483
"0021700215","Marcus Morris","BOS",1561,-15,-27.6745675848815
"0021700230","Marcus Morris","BOS",1467,18,35.3374233128834
"0021700249","Marcus Morris","BOS",1571,1,1.83322724379376
"0021700257","Marcus Morris","BOS",1249,-12,-27.6701361088871
"0021700269","Marcus Morris","BOS",1558,12,22.1822849807445
"0021700292","Marcus Morris","BOS",1352,-14,-29.8224852071006
"0021700314","Marcus Morris","BOS",1669,13,22.432594367885
"0021700326","Marcus Morris","BOS",1633,-1,-1.7636252296387
"0021700343","Marcus Morris","BOS",1454,1,1.98074277854195
"0021700374","Marcus Morris","BOS",1499,-8,-15.3702468312208
"0021700495","Marcus Morris","BOS",946,9,27.399577167019
"0021700517","Marcus Morris","BOS",1165,2,4.94420600858369
"0021700539","Marcus Morris","BOS",1017,12,33.9823008849557
"0021700559","Marcus Morris","BOS",1486,17,32.9475100942127
"0021700579","Marcus Morris","BOS",1574,-6,-10.9783989834816
"0021700614","Marcus Morris","BOS",1441,1,1.99861207494795
"0021700650","Marcus Morris","BOS",1482,-1,-1.94331983805668
"0021700663","Marcus Morris","BOS",1635,-17,-29.9449541284404
"0021700683","Marcus Morris","BOS",1568,2,3.6734693877551
"0021700700","Marcus Morris","BOS",1579,3,5.4718176060798
"0021700709","Marcus Morris","BOS",1662,-1,-1.73285198555957
"0021700728","Marcus Morris","BOS",1961,0,0
"0021700743","Marcus Morris","BOS",1212,5,11.8811881188119
"0021700758","Marcus Morris","BOS",1144,2,5.03496503496504
"0021700798","Marcus Morris","BOS",1779,-19,-30.7588532883643
"0021700813","Marcus Morris","BOS",1887,-4,-6.10492845786963
"0021700820","Marcus Morris","BOS",1493,-5,-9.64501004688547
"0021700835","Marcus Morris","BOS",1488,-18,-34.8387096774194
"0021700858","Marcus Morris","BOS",2115,0,0
"0021700873","Marcus Morris","BOS",1494,15,28.9156626506024
"0021700886","Marcus Morris","BOS",1828,0,0
"0021700898","Marcus Morris","BOS",2031,18,25.5243722304284
"0021700916","Marcus Morris","BOS",1309,5,11.0007639419404
"0021700939","Marcus Morris","BOS",2014,3,4.28997020854022
"0021700953","Marcus Morris","BOS",1334,-6,-12.9535232383808
"0021700974","Marcus Morris","BOS",1955,14,20.6240409207161
"0021700998","Marcus Morris","BOS",1897,3,4.5545598313126
"0021701017","Marcus Morris","BOS",2651,-13,-14.1229724632214
"0021701029","Marcus Morris","BOS",1984,10,14.5161290322581
"0021701047","Marcus Morris","BOS",1786,-19,-30.6382978723404
"0021701059","Marcus Morris","BOS",1824,-13,-20.5263157894737
"0021701086","Marcus Morris","BOS",2086,1,1.38063279002876
"0021701107","Marcus Morris","BOS",1398,8,16.480686695279
"0021701140","Marcus Morris","BOS",2087,20,27.5994250119789
"0021701162","Marcus Morris","BOS",1981,-12,-17.4457344775366
"0021701171","Marcus Morris","BOS",2055,-6,-8.40875912408759
"0021701185","Marcus Morris","BOS",1534,9,16.897001303781
"0021701215","Marcus Morris","BOS",1403,-8,-16.4219529579473
"0021700001","Marcus Smart","BOS",2103,-9,-12.3252496433666
"0021700007","Marcus Smart","BOS",1940,-4,-5.93814432989691
"0021700067","Marcus Smart","BOS",1613,9,16.06943583385
"0021700078","Marcus Smart","BOS",1612,-1,-1.78660049627792
"0021700092","Marcus Smart","BOS",1799,6,9.6053362979433
"0021700109","Marcus Smart","BOS",1511,20,38.1204500330907
"0021700129","Marcus Smart","BOS",1644,5,8.75912408759124
"0021700138","Marcus Smart","BOS",1723,31,51.8165989553105
"0021700146","Marcus Smart","BOS",1729,12,19.9884326200116
"0021700161","Marcus Smart","BOS",2107,14,19.1362126245847
"0021700170","Marcus Smart","BOS",2054,-8,-11.2171372930867
"0021700188","Marcus Smart","BOS",1951,11,16.23782675551
"0021700201","Marcus Smart","BOS",2076,6,8.32369942196532
"0021700215","Marcus Smart","BOS",1835,17,26.6811989100817
"0021700230","Marcus Smart","BOS",1610,8,14.3105590062112
"0021700249","Marcus Smart","BOS",2093,14,19.2642140468227
"0021700257","Marcus Smart","BOS",2063,-2,-2.79205041202133
"0021700269","Marcus Smart","BOS",1468,6,11.7711171662125
"0021700281","Marcus Smart","BOS",2062,11,15.3637245392823
"0021700292","Marcus Smart","BOS",1892,8,12.1775898520085
"0021700314","Marcus Smart","BOS",1980,15,21.8181818181818
"0021700326","Marcus Smart","BOS",1713,11,18.4938704028021
"0021700343","Marcus Smart","BOS",1786,5,8.06270996640538
"0021700356","Marcus Smart","BOS",2026,6,8.52912142152024
"0021700374","Marcus Smart","BOS",1325,-7,-15.2150943396226
"0021700386","Marcus Smart","BOS",1487,10,19.3678547410894
"0021700391","Marcus Smart","BOS",1888,-14,-21.3559322033898
"0021700407","Marcus Smart","BOS",2051,8,11.2335446123842
"0021700423","Marcus Smart","BOS",1954,-9,-13.2650972364381
"0021700436","Marcus Smart","BOS",1812,3,4.7682119205298
"0021700442","Marcus Smart","BOS",1688,-4,-6.82464454976303
"0021700456","Marcus Smart","BOS",2192,-1,-1.31386861313869
"0021700468","Marcus Smart","BOS",2063,-4,-5.58410082404266
"0021700485","Marcus Smart","BOS",1606,-4,-7.17310087173101
"0021700495","Marcus Smart","BOS",1726,-3,-5.00579374275782
"0021700506","Marcus Smart","BOS",2084,4,5.5278310940499
"0021700517","Marcus Smart","BOS",2055,5,7.00729927007299
"0021700539","Marcus Smart","BOS",1747,-5,-8.24270177447052
"0021700559","Marcus Smart","BOS",1616,10,17.8217821782178
"0021700570","Marcus Smart","BOS",1726,17,28.3661645422943
"0021700579","Marcus Smart","BOS",1755,-7,-11.4871794871795
"0021700614","Marcus Smart","BOS",1376,6,12.5581395348837
"0021700650","Marcus Smart","BOS",1814,-20,-31.7530319735391
"0021700663","Marcus Smart","BOS",2056,5,7.00389105058366
"0021700683","Marcus Smart","BOS",1183,-9,-21.9103972950127
"0021700700","Marcus Smart","BOS",2009,-7,-10.0348432055749
"0021700873","Marcus Smart","BOS",1556,14,25.9125964010283
"0021700886","Marcus Smart","BOS",1650,-8,-13.9636363636364
"0021700898","Marcus Smart","BOS",1344,13,27.8571428571429
"0021700916","Marcus Smart","BOS",1257,13,29.7852028639618
"0021700939","Marcus Smart","BOS",1734,5,8.30449826989619
"0021700953","Marcus Smart","BOS",1589,3,5.43738200125865
"0021700974","Marcus Smart","BOS",1976,15,21.8623481781377
"0021700998","Marcus Smart","BOS",2139,-4,-5.38569424964937
"0021700001","Semi Ojeleye","BOS",519,-10,-55.4913294797688
"0021700007","Semi Ojeleye","BOS",699,2,8.24034334763948
"0021700051","Semi Ojeleye","BOS",937,9,27.6627534685165
"0021700067","Semi Ojeleye","BOS",825,-3,-10.4727272727273
"0021700078","Semi Ojeleye","BOS",412,-7,-48.9320388349515
"0021700092","Semi Ojeleye","BOS",1313,4,8.77380045696877
"0021700109","Semi Ojeleye","BOS",1348,8,17.0919881305638
"0021700129","Semi Ojeleye","BOS",861,0,0
"0021700138","Semi Ojeleye","BOS",1006,7,20.0397614314115
"0021700146","Semi Ojeleye","BOS",969,-3,-8.91640866873065
"0021700161","Semi Ojeleye","BOS",1579,9,16.4154528182394
"0021700170","Semi Ojeleye","BOS",543,-9,-47.7348066298343
"0021700188","Semi Ojeleye","BOS",417,-12,-82.8776978417266
"0021700201","Semi Ojeleye","BOS",465,-8,-49.5483870967742
"0021700215","Semi Ojeleye","BOS",993,1,2.90030211480363
"0021700230","Semi Ojeleye","BOS",160,-5,-90
"0021700249","Semi Ojeleye","BOS",702,-7,-28.7179487179487
"0021700257","Semi Ojeleye","BOS",296,-3,-29.1891891891892
"0021700269","Semi Ojeleye","BOS",1613,2,3.57098574085555
"0021700281","Semi Ojeleye","BOS",1151,-4,-10.0086880973067
"0021700292","Semi Ojeleye","BOS",394,6,43.8578680203046
"0021700314","Semi Ojeleye","BOS",957,1,3.00940438871473
"0021700326","Semi Ojeleye","BOS",921,-1,-3.12703583061889
"0021700343","Semi Ojeleye","BOS",755,-5,-19.0728476821192
"0021700356","Semi Ojeleye","BOS",1492,-15,-28.9544235924933
"0021700374","Semi Ojeleye","BOS",452,-1,-6.3716814159292
"0021700386","Semi Ojeleye","BOS",796,4,14.4723618090452
"0021700391","Semi Ojeleye","BOS",710,-5,-20.2816901408451
"0021700407","Semi Ojeleye","BOS",1733,-1,-1.66185804962493
"0021700423","Semi Ojeleye","BOS",1172,7,17.2013651877133
"0021700436","Semi Ojeleye","BOS",242,-3,-35.702479338843
"0021700442","Semi Ojeleye","BOS",884,-11,-35.8371040723982
"0021700456","Semi Ojeleye","BOS",611,-5,-23.5679214402619
"0021700468","Semi Ojeleye","BOS",1156,-8,-19.9307958477509
"0021700485","Semi Ojeleye","BOS",683,-10,-42.1669106881406
"0021700559","Semi Ojeleye","BOS",1379,-3,-6.26540971718637
"0021700570","Semi Ojeleye","BOS",173,0,0
"0021700579","Semi Ojeleye","BOS",423,2,13.6170212765957
"0021700614","Semi Ojeleye","BOS",107,-7,-188.411214953271
"0021700650","Semi Ojeleye","BOS",178,-2,-32.3595505617978
"0021700663","Semi Ojeleye","BOS",192,4,60
"0021700683","Semi Ojeleye","BOS",572,-17,-85.5944055944056
"0021700709","Semi Ojeleye","BOS",1053,10,27.3504273504274
"0021700728","Semi Ojeleye","BOS",342,-1,-8.42105263157895
"0021700743","Semi Ojeleye","BOS",971,4,11.8640576725026
"0021700758","Semi Ojeleye","BOS",1563,18,33.1669865642994
"0021700767","Semi Ojeleye","BOS",1625,-2,-3.54461538461538
"0021700784","Semi Ojeleye","BOS",1673,-3,-5.16437537358039
"0021700798","Semi Ojeleye","BOS",1186,-17,-41.2816188870152
"0021700820","Semi Ojeleye","BOS",676,0,0
"0021700835","Semi Ojeleye","BOS",1469,-14,-27.4472430224643
"0021700873","Semi Ojeleye","BOS",1185,10,24.3037974683544
"0021700886","Semi Ojeleye","BOS",278,-9,-93.2374100719424
"0021700898","Semi Ojeleye","BOS",786,17,62.2900763358779
"0021700916","Semi Ojeleye","BOS",1238,-5,-11.6316639741519
"0021700953","Semi Ojeleye","BOS",392,-9,-66.1224489795918
"0021700974","Semi Ojeleye","BOS",410,-2,-14.0487804878049
"0021700998","Semi Ojeleye","BOS",539,1,5.34322820037106
"0021701017","Semi Ojeleye","BOS",1634,-8,-14.1003671970624
"0021701029","Semi Ojeleye","BOS",1370,-8,-16.8175182481752
"0021701047","Semi Ojeleye","BOS",1402,1,2.05420827389444
"0021701059","Semi Ojeleye","BOS",1633,-10,-17.636252296387
"0021701086","Semi Ojeleye","BOS",702,6,24.6153846153846
"0021701099","Semi Ojeleye","BOS",1653,-2,-3.48457350272232
"0021701107","Semi Ojeleye","BOS",1206,-5,-11.9402985074627
"0021701121","Semi Ojeleye","BOS",1943,7,10.3757076685538
"0021701140","Semi Ojeleye","BOS",1070,3,8.07476635514019
"0021701162","Semi Ojeleye","BOS",1090,-4,-10.5688073394495
"0021701171","Semi Ojeleye","BOS",1059,-18,-48.9518413597734
"0021701185","Semi Ojeleye","BOS",1430,-5,-10.0699300699301
"0021701202","Semi Ojeleye","BOS",1639,-8,-14.0573520439292
"0021701215","Semi Ojeleye","BOS",1326,-9,-19.5475113122172
"0021701219","Semi Ojeleye","BOS",1708,10,16.8618266978923
"0021700001","Shane Larkin","BOS",289,2,19.9307958477509
"0021700019","Shane Larkin","BOS",1166,15,37.0497427101201
"0021700051","Shane Larkin","BOS",1178,11,26.893039049236
"0021700067","Shane Larkin","BOS",306,-3,-28.2352941176471
"0021700078","Shane Larkin","BOS",637,10,45.2119309262166
"0021700092","Shane Larkin","BOS",370,-11,-85.6216216216216
"0021700109","Shane Larkin","BOS",495,-1,-5.81818181818182
"0021700138","Shane Larkin","BOS",599,2,9.61602671118531
"0021700146","Shane Larkin","BOS",391,-1,-7.36572890025575
"0021700161","Shane Larkin","BOS",344,0,0
"0021700170","Shane Larkin","BOS",1041,15,41.4985590778098
"0021700188","Shane Larkin","BOS",818,-2,-7.04156479217604
"0021700201","Shane Larkin","BOS",393,5,36.6412213740458
"0021700230","Shane Larkin","BOS",998,4,11.5430861723447
"0021700249","Shane Larkin","BOS",161,-3,-53.6645962732919
"0021700257","Shane Larkin","BOS",361,-5,-39.8891966759003
"0021700281","Shane Larkin","BOS",243,1,11.8518518518519
"0021700356","Shane Larkin","BOS",900,-2,-6.4
"0021700386","Shane Larkin","BOS",761,-6,-22.7069645203679
"0021700391","Shane Larkin","BOS",1046,-23,-63.3269598470363
"0021700407","Shane Larkin","BOS",1053,16,43.7606837606838
"0021700423","Shane Larkin","BOS",989,-7,-20.3842264914055
"0021700436","Shane Larkin","BOS",768,-1,-3.75
"0021700442","Shane Larkin","BOS",721,-3,-11.9833564493759
"0021700456","Shane Larkin","BOS",500,-4,-23.04
"0021700495","Shane Larkin","BOS",334,4,34.4910179640719
"0021700506","Shane Larkin","BOS",1452,13,25.7851239669421
"0021700517","Shane Larkin","BOS",929,-2,-6.20021528525296
"0021700539","Shane Larkin","BOS",344,-9,-75.3488372093023
"0021700559","Shane Larkin","BOS",159,-6,-108.679245283019
"0021700579","Shane Larkin","BOS",894,6,19.3288590604027
"0021700614","Shane Larkin","BOS",570,-5,-25.2631578947368
"0021700650","Shane Larkin","BOS",304,5,47.3684210526316
"0021700663","Shane Larkin","BOS",1389,-2,-4.14686825053996
"0021700683","Shane Larkin","BOS",432,-9,-60
"0021700709","Shane Larkin","BOS",1397,3,6.18468146027201
"0021700728","Shane Larkin","BOS",958,1,3.0062630480167
"0021700886","Shane Larkin","BOS",317,-6,-54.5110410094637
"0021700898","Shane Larkin","BOS",518,-9,-50.03861003861
"0021700916","Shane Larkin","BOS",504,-4,-22.8571428571429
"0021700953","Shane Larkin","BOS",944,21,64.0677966101695
"0021700998","Shane Larkin","BOS",992,0,0
"0021701017","Shane Larkin","BOS",1453,7,13.8747419132829
"0021701029","Shane Larkin","BOS",1131,-6,-15.2785145888594
"0021701047","Shane Larkin","BOS",1669,-17,-29.3349310964649
"0021701059","Shane Larkin","BOS",1487,14,27.1149966375252
"0021701086","Shane Larkin","BOS",2040,13,18.3529411764706
"0021701099","Shane Larkin","BOS",1093,-3,-7.90484903934126
"0021701107","Shane Larkin","BOS",1280,-11,-24.75
"0021701121","Shane Larkin","BOS",2014,25,35.7497517378352
"0021701185","Shane Larkin","BOS",1263,-7,-15.9619952494062
"0021701202","Shane Larkin","BOS",1277,-15,-33.8292873923258
"0021701215","Shane Larkin","BOS",1255,-15,-34.4223107569721
"0021701219","Shane Larkin","BOS",1537,20,37.4756018217306
"0021700001","Terry Rozier","BOS",1172,5,12.2866894197952
"0021700007","Terry Rozier","BOS",1616,-13,-23.1683168316832
"0021700019","Terry Rozier","BOS",1828,6,9.45295404814004
"0021700051","Terry Rozier","BOS",1851,23,35.7860615883306
"0021700067","Terry Rozier","BOS",1255,0,0
"0021700078","Terry Rozier","BOS",1503,-2,-3.83233532934132
"0021700092","Terry Rozier","BOS",1079,-2,-5.33827618164968
"0021700109","Terry Rozier","BOS",1139,6,15.171202809482
"0021700129","Terry Rozier","BOS",1385,-4,-8.31768953068592
"0021700138","Terry Rozier","BOS",1610,21,37.5652173913044
"0021700146","Terry Rozier","BOS",1288,-8,-17.888198757764
"0021700161","Terry Rozier","BOS",1663,0,0
"0021700170","Terry Rozier","BOS",1717,6,10.0640652300524
"0021700188","Terry Rozier","BOS",1705,-4,-6.75659824046921
"0021700201","Terry Rozier","BOS",1251,-4,-9.20863309352518
"0021700215","Terry Rozier","BOS",1278,5,11.2676056338028
"0021700230","Terry Rozier","BOS",1505,10,19.1362126245847
"0021700249","Terry Rozier","BOS",821,-11,-38.5870889159562
"0021700257","Terry Rozier","BOS",1095,1,2.63013698630137
"0021700269","Terry Rozier","BOS",1803,6,9.58402662229617
"0021700281","Terry Rozier","BOS",1221,7,16.5110565110565
"0021700292","Terry Rozier","BOS",1160,4,9.93103448275862
"0021700314","Terry Rozier","BOS",1173,11,27.0076726342711
"0021700326","Terry Rozier","BOS",1154,1,2.49566724436742
"0021700343","Terry Rozier","BOS",1447,12,23.8838977194195
"0021700356","Terry Rozier","BOS",1665,4,6.91891891891892
"0021700374","Terry Rozier","BOS",1392,-15,-31.0344827586207
"0021700386","Terry Rozier","BOS",1382,-12,-25.0072358900145
"0021700391","Terry Rozier","BOS",1682,-13,-22.2592152199762
"0021700407","Terry Rozier","BOS",1178,10,24.4482173174873
"0021700423","Terry Rozier","BOS",1146,-17,-42.7225130890052
"0021700436","Terry Rozier","BOS",1213,-8,-18.9942291838417
"0021700442","Terry Rozier","BOS",1391,0,0
"0021700456","Terry Rozier","BOS",1046,1,2.75334608030593
"0021700468","Terry Rozier","BOS",1646,-9,-15.7472660996355
"0021700485","Terry Rozier","BOS",1649,5,8.73256519102486
"0021700495","Terry Rozier","BOS",1567,4,7.35162731333759
"0021700506","Terry Rozier","BOS",1576,8,14.6192893401015
"0021700517","Terry Rozier","BOS",1209,5,11.9106699751861
"0021700539","Terry Rozier","BOS",1421,-6,-12.1604503870514
"0021700559","Terry Rozier","BOS",1179,6,14.6564885496183
"0021700570","Terry Rozier","BOS",1302,13,28.7557603686636
"0021700579","Terry Rozier","BOS",1109,-3,-7.79080252479711
"0021700614","Terry Rozier","BOS",1287,-4,-8.95104895104895
"0021700650","Terry Rozier","BOS",1548,5,9.30232558139535
"0021700663","Terry Rozier","BOS",1205,-12,-28.6804979253112
"0021700683","Terry Rozier","BOS",1260,-2,-4.57142857142857
"0021700700","Terry Rozier","BOS",1425,-1,-2.02105263157895
"0021700709","Terry Rozier","BOS",1439,20,40.0277970813065
"0021700728","Terry Rozier","BOS",1457,-20,-39.5332875772134
"0021700743","Terry Rozier","BOS",1782,0,0
"0021700758","Terry Rozier","BOS",1952,31,45.7377049180328
"0021700767","Terry Rozier","BOS",2161,30,39.9814900509024
"0021700784","Terry Rozier","BOS",2188,7,9.21389396709324
"0021700798","Terry Rozier","BOS",1450,-9,-17.8758620689655
"0021700813","Terry Rozier","BOS",1784,-4,-6.45739910313901
"0021700820","Terry Rozier","BOS",1575,3,5.48571428571429
"0021700835","Terry Rozier","BOS",2028,-12,-17.0414201183432
"0021700858","Terry Rozier","BOS",1727,-16,-26.682107701216
"0021700873","Terry Rozier","BOS",1451,15,29.7725706409373
"0021700886","Terry Rozier","BOS",1243,-3,-6.95092518101368
"0021700898","Terry Rozier","BOS",1160,11,27.3103448275862
"0021700916","Terry Rozier","BOS",1487,3,5.81035642232683
"0021700939","Terry Rozier","BOS",1700,8,13.5529411764706
"0021700953","Terry Rozier","BOS",1891,-8,-12.1840296139609
"0021700974","Terry Rozier","BOS",1458,6,11.8518518518519
"0021700998","Terry Rozier","BOS",2025,-5,-7.11111111111111
"0021701017","Terry Rozier","BOS",2864,-9,-9.05027932960894
"0021701029","Terry Rozier","BOS",2052,18,25.2631578947368
"0021701047","Terry Rozier","BOS",1886,-20,-30.5408271474019
"0021701059","Terry Rozier","BOS",2055,-15,-21.021897810219
"0021701086","Terry Rozier","BOS",2028,-5,-7.10059171597633
"0021701099","Terry Rozier","BOS",2137,18,24.2583060364998
"0021701107","Terry Rozier","BOS",1883,11,16.8242166755178
"0021701121","Terry Rozier","BOS",1820,-13,-20.5714285714286
"0021701140","Terry Rozier","BOS",2220,12,15.5675675675676
"0021701171","Terry Rozier","BOS",1659,-9,-15.623869801085
